"","CBSA","MDIV","STCOU","NAME","LSAD","CENSUS2010POP","ESTIMATESBASE2010","POPESTIMATE2010","POPESTIMATE2011","POPESTIMATE2012","POPESTIMATE2013","POPESTIMATE2014","POPESTIMATE2015","POPESTIMATE2016","POPESTIMATE2017","NPOPCHG_2010","NPOPCHG_2011","NPOPCHG_2012","NPOPCHG_2013","NPOPCHG_2014","NPOPCHG_2015","NPOPCHG_2016","NPOPCHG_2017","BIRTHS2010","BIRTHS2011","BIRTHS2012","BIRTHS2013","BIRTHS2014","BIRTHS2015","BIRTHS2016","BIRTHS2017","DEATHS2010","DEATHS2011","DEATHS2012","DEATHS2013","DEATHS2014","DEATHS2015","DEATHS2016","DEATHS2017","NATURALINC2010","NATURALINC2011","NATURALINC2012","NATURALINC2013","NATURALINC2014","NATURALINC2015","NATURALINC2016","NATURALINC2017","INTERNATIONALMIG2010","INTERNATIONALMIG2011","INTERNATIONALMIG2012","INTERNATIONALMIG2013","INTERNATIONALMIG2014","INTERNATIONALMIG2015","INTERNATIONALMIG2016","INTERNATIONALMIG2017","DOMESTICMIG2010","DOMESTICMIG2011","DOMESTICMIG2012","DOMESTICMIG2013","DOMESTICMIG2014","DOMESTICMIG2015","DOMESTICMIG2016","DOMESTICMIG2017","NETMIG2010","NETMIG2011","NETMIG2012","NETMIG2013","NETMIG2014","NETMIG2015","NETMIG2016","NETMIG2017","RESIDUAL2010","RESIDUAL2011","RESIDUAL2012","RESIDUAL2013","RESIDUAL2014","RESIDUAL2015","RESIDUAL2016","RESIDUAL2017"
"55",15980,NA,NA,"Cape Coral-Fort Myers, FL","Metropolitan Statistical Area",618754,618754,620467,631077,644580,660431,678241,700421,722506,739224,1713,10610,13503,15851,17810,22180,22085,16718,1535,6268,6399,6361,6360,6638,6738,6892,1467,6072,6055,6191,6346,6624,7168,7417,68,196,344,170,14,14,-430,-525,566,2556,2504,2387,2749,3069,3164,3174,1083,7746,10441,13075,14666,18792,19334,14000,1649,10302,12945,15462,17415,21861,22498,17174,-4,112,214,219,381,305,17,69
"56",16020,NA,NA,"Cape Girardeau, MO-IL","Metropolitan Statistical Area",96275,96275,96448,96937,97193,97187,97396,97231,97085,96782,173,489,256,-6,209,-165,-146,-303,290,1153,1198,1138,1147,1141,1124,1084,202,1033,918,966,980,1036,990,978,88,120,280,172,167,105,134,106,19,107,132,116,106,113,111,109,64,263,-151,-298,-55,-377,-391,-521,83,370,-19,-182,51,-264,-280,-412,2,-1,-5,4,-9,-6,0,3
"57",16060,NA,NA,"Carbondale-Marion, IL","Metropolitan Statistical Area",126575,126580,126813,127041,125752,127067,126712,126896,126672,125612,233,228,-1289,1315,-355,184,-224,-1060,354,1462,1425,1470,1471,1555,1567,1524,222,1244,1239,1248,1213,1206,1194,1232,132,218,186,222,258,349,373,292,60,226,267,261,304,324,321,317,54,-214,-1791,824,-926,-481,-919,-1677,114,12,-1524,1085,-622,-157,-598,-1360,-13,-2,49,8,9,-8,1,8
"58",16180,NA,NA,"Carson City, NV","Metropolitan Statistical Area",55274,55274,54988,54703,54362,53791,54155,54123,54283,54745,-286,-285,-341,-571,364,-32,160,462,142,583,549,574,548,614,551,572,189,632,658,698,631,680,785,657,-47,-49,-109,-124,-83,-66,-234,-85,-1,-21,-31,-4,4,15,18,19,-257,-212,-198,-453,440,26,376,526,-258,-233,-229,-457,444,41,394,545,19,-3,-3,10,3,-7,0,2
"59",16220,NA,NA,"Casper, WY","Metropolitan Statistical Area",75450,75450,75456,76421,78583,81101,81439,82134,80892,79547,6,965,2162,2518,338,695,-1242,-1345,258,1031,1042,1140,1213,1178,1154,1094,186,666,657,715,702,736,740,721,72,365,385,425,511,442,414,373,4,20,28,10,28,36,35,34,-63,568,1699,2033,-191,227,-1694,-1761,-59,588,1727,2043,-163,263,-1659,-1727,-7,12,50,50,-10,-10,3,9
"60",16300,NA,NA,"Cedar Rapids, IA","Metropolitan Statistical Area",257940,257941,258395,260796,261740,262449,263963,265984,267925,270293,454,2401,944,709,1514,2021,1941,2368,891,3132,3221,3200,3215,3421,3331,3332,449,2033,2061,2118,2091,2214,2181,2167,442,1099,1160,1082,1124,1207,1150,1165,58,266,287,344,356,393,401,396,-15,1045,-470,-704,82,444,397,819,43,1311,-183,-360,438,837,798,1215,-31,-9,-33,-13,-48,-23,-7,-12
"61",16540,NA,NA,"Chambersburg-Waynesboro, PA","Metropolitan Statistical Area",149618,149618,149930,150952,151477,151855,152459,152903,153564,154234,312,1022,525,378,604,444,661,670,511,1893,1874,1686,1793,1807,1833,1810,290,1392,1387,1432,1405,1572,1561,1587,221,501,487,254,388,235,272,223,34,171,188,147,200,218,234,234,76,368,-129,3,49,17,159,222,110,539,59,150,249,235,393,456,-19,-18,-21,-26,-33,-26,-4,-9
"62",16580,NA,NA,"Champaign-Urbana, IL","Metropolitan Statistical Area",231891,231889,232333,233391,234478,235731,237028,238228,239135,239124,444,1058,1087,1253,1297,1200,907,-11,690,2617,2742,2644,2791,2759,2666,2673,366,1612,1507,1652,1608,1666,1649,1703,324,1005,1235,992,1183,1093,1017,970,383,1742,1623,1653,1836,1953,1988,1973,-257,-1711,-1792,-1402,-1732,-1859,-2104,-2977,126,31,-169,251,104,94,-116,-1004,-6,22,21,10,10,13,6,23
"63",16620,NA,NA,"Charleston, WV","Metropolitan Statistical Area",227078,227061,226901,225823,225696,224644,222802,220236,217735,214406,-160,-1078,-127,-1052,-1842,-2566,-2501,-3329,617,2523,2645,2600,2576,2381,2418,2318,682,2926,2721,2870,2900,3000,2884,2873,-65,-403,-76,-270,-324,-619,-466,-555,12,18,86,52,101,112,113,110,-81,-666,-100,-812,-1620,-2063,-2144,-2890,-69,-648,-14,-760,-1519,-1951,-2031,-2780,-26,-27,-37,-22,1,4,-4,6
"64",16700,NA,NA,"Charleston-North Charleston, SC","Metropolitan Statistical Area",664607,664644,667466,681261,696993,711407,726770,745061,761904,775831,2822,13795,15732,14414,15363,18291,16843,13927,2155,9033,9191,9054,9302,9789,9480,9675,1153,4885,4903,5067,5186,5604,5973,6080,1002,4148,4288,3987,4116,4185,3507,3595,234,436,1317,837,831,1191,970,702,1496,8990,9868,9403,10167,12703,12322,9588,1730,9426,11185,10240,10998,13894,13292,10290,90,221,259,187,249,212,44,42
"65",16740,NA,NA,"Charlotte-Concord-Gastonia, NC-SC","Metropolitan Statistical Area",2217012,2216992,2223196,2256180,2293822,2334036,2376148,2424115,2475519,2525305,6204,32984,37642,40214,42112,47967,51404,49786,7235,29297,29293,29156,29540,30505,31184,31315,3834,16340,16321,17373,17538,18280,18828,19009,3401,12957,12972,11783,12002,12225,12356,12306,1037,4717,4559,4907,5438,6141,6302,6279,1808,15156,19828,23242,24331,29314,32703,31102,2845,19873,24387,28149,29769,35455,39005,37381,-42,154,283,282,341,287,43,99
"66",16820,NA,NA,"Charlottesville, VA","Metropolitan Statistical Area",218705,218707,219025,220947,222649,224057,226297,228818,231160,233793,318,1922,1702,1408,2240,2521,2342,2633,650,2369,2379,2410,2481,2386,2346,2328,474,1641,1629,1775,1716,1880,1816,1829,176,728,750,635,765,506,530,499,170,687,710,817,889,956,982,977,-15,529,243,-26,595,1069,831,1157,155,1216,953,791,1484,2025,1813,2134,-13,-22,-1,-18,-9,-10,-1,0
"67",16860,NA,NA,"Chattanooga, TN-GA","Metropolitan Statistical Area",528143,528152,529196,533540,538108,542036,544017,547232,551957,556548,1044,4344,4568,3928,1981,3215,4725,4591,1577,6063,6312,6267,6223,6409,6441,6423,1192,4909,5190,5299,5378,5645,5725,5710,385,1154,1122,968,845,764,716,713,83,496,369,358,409,488,520,516,582,2670,3013,2612,794,1997,3492,3365,665,3166,3382,2970,1203,2485,4012,3881,-6,24,64,-10,-67,-34,-3,-3
"68",16940,NA,NA,"Cheyenne, WY","Metropolitan Statistical Area",91738,91881,92219,92587,94704,95731,96123,97005,97968,98327,338,368,2117,1027,392,882,963,359,358,1292,1222,1252,1229,1312,1336,1317,234,771,719,748,723,848,811,845,124,521,503,504,506,464,525,472,36,-17,189,98,65,108,45,-3,168,-122,1380,427,-161,322,393,-104,204,-139,1569,525,-96,430,438,-107,10,-14,45,-2,-18,-12,0,-6
"69",16980,NA,NA,"Chicago-Naperville-Elgin, IL-IN-WI","Metropolitan Statistical Area",9461105,9461541,9471312,9497177,9525765,9548402,9560874,9557503,9546326,9533040,9771,25865,28588,22637,12472,-3371,-11177,-13286,32245,123461,121746,119170,119149,120049,117443,115915,16092,66712,66893,68827,67706,71076,71672,72491,16153,56749,54853,50343,51443,48973,45771,43424,4580,22272,22857,22441,25436,28629,28645,28302,-10736,-53316,-48927,-49919,-64484,-81242,-85681,-85177,-6156,-31044,-26070,-27478,-39048,-52613,-57036,-56875,-226,160,-195,-228,77,269,88,165
"70",17020,NA,NA,"Chico, CA","Metropolitan Statistical Area",220000,220002,219957,220003,220969,221768,223629,224818,226525,229294,-45,46,966,799,1861,1189,1707,2769,622,2440,2402,2324,2503,2473,2454,2473,517,2182,2245,2303,2167,2307,2386,2373,105,258,157,21,336,166,68,100,52,127,186,237,289,316,317,316,-182,-312,642,556,1246,729,1324,2346,-130,-185,828,793,1535,1045,1641,2662,-20,-27,-19,-15,-10,-22,-2,7
"71",17140,NA,NA,"Cincinnati, OH-KY-IN","Metropolitan Statistical Area",2114580,2114686,2117729,2122544,2128106,2136269,2146562,2155674,2166029,2179082,3043,4815,5562,8163,10293,9112,10355,13053,6895,26845,26769,27542,27047,27404,26789,26855,4033,17963,18055,18524,18654,19736,19495,19515,2862,8882,8714,9018,8393,7668,7294,7340,664,2918,3050,3283,3825,4169,4308,4285,-394,-6978,-6074,-3982,-1658,-2494,-1220,1541,270,-4060,-3024,-699,2167,1675,3088,5826,-89,-7,-128,-156,-267,-231,-27,-113
"72",17300,NA,NA,"Clarksville, TN-KY","Metropolitan Statistical Area",260625,260635,261619,264163,274004,272031,276442,279865,280843,285042,984,2544,9841,-1973,4411,3423,978,4199,1174,4620,5128,5150,4920,5262,5148,5074,470,1785,1844,1930,1886,1921,2012,2038,704,2835,3284,3220,3034,3341,3136,3036,231,294,2375,1030,857,1235,693,277,23,-634,4048,-6322,463,-1160,-2847,862,254,-340,6423,-5292,1320,75,-2154,1139,26,49,134,99,57,7,-4,24
"73",17420,NA,NA,"Cleveland, TN","Metropolitan Statistical Area",115788,115758,115913,116583,117674,118383,119501,120565,121177,122317,155,670,1091,709,1118,1064,612,1140,328,1243,1340,1329,1394,1386,1323,1327,244,1169,1158,1199,1162,1313,1202,1226,84,74,182,130,232,73,121,101,16,68,75,88,123,139,147,147,64,534,823,495,771,858,347,889,80,602,898,583,894,997,494,1036,-9,-6,11,-4,-8,-6,-3,3
"74",17460,NA,NA,"Cleveland-Elyria, OH","Metropolitan Statistical Area",2077240,2077271,2075557,2068991,2064711,2065844,2066227,2062842,2060065,2058844,-1714,-6566,-4280,1133,383,-3385,-2777,-1221,5890,23575,23065,23120,23497,23454,22887,22873,5139,21074,21155,21413,20604,21416,21269,21068,751,2501,1910,1707,2893,2038,1618,1805,770,3399,3495,3745,4719,4983,5080,5045,-3236,-12569,-9629,-4125,-7042,-10301,-9443,-8008,-2466,-9170,-6134,-380,-2323,-5318,-4363,-2963,1,103,-56,-194,-187,-105,-32,-63
"75",17660,NA,NA,"Coeur d'Alene, ID","Metropolitan Statistical Area",138494,138464,138856,140881,142071,143887,146556,149414,153144,157637,392,2025,1190,1816,2669,2858,3730,4493,411,1735,1683,1712,1792,1803,1823,1856,249,1235,1229,1244,1267,1336,1333,1388,162,500,454,468,525,467,490,468,-9,-54,1,-58,-37,-34,-27,-26,236,1558,747,1404,2148,2400,3266,4036,227,1504,748,1346,2111,2366,3239,4010,3,21,-12,2,33,25,1,15
"76",17780,NA,NA,"College Station-Bryan, TX","Metropolitan Statistical Area",228660,228668,229449,231451,234126,237820,242533,250138,254230,258044,781,2002,2675,3694,4713,7605,4092,3814,762,3006,2980,3045,3094,3314,3319,3342,325,1203,1246,1303,1343,1484,1397,1423,437,1803,1734,1742,1751,1830,1922,1919,303,1209,1253,1276,1431,1572,1607,1598,60,-1031,-296,678,1515,4128,559,294,363,178,957,1954,2946,5700,2166,1892,-19,21,-16,-2,16,75,4,3
"77",17820,NA,NA,"Colorado Springs, CO","Metropolitan Statistical Area",645613,645615,650299,659959,668271,677296,685223,695830,710746,723878,4684,9660,8312,9025,7927,10607,14916,13132,2308,9454,9317,9250,9377,9629,9772,9861,886,3807,3927,4036,4238,4310,4724,4776,1422,5647,5390,5214,5139,5319,5048,5085,380,620,2527,1510,1349,1890,1229,799,2690,3377,506,2324,1510,3415,8619,7206,3070,3997,3033,3834,2859,5305,9848,8005,192,16,-111,-23,-71,-17,20,42
"78",17860,NA,NA,"Columbia, MO","Metropolitan Statistical Area",162642,162643,163168,166019,168674,170937,172787,174395,176555,178271,525,2851,2655,2263,1850,1608,2160,1716,494,2069,2119,2178,2191,2044,2106,2073,296,942,953,1079,989,1115,976,1056,198,1127,1166,1099,1202,929,1130,1017,128,640,623,608,692,726,735,730,195,1063,852,555,-23,-30,291,-29,323,1703,1475,1163,669,696,1026,701,4,21,14,1,-21,-17,4,-2
"79",17900,NA,NA,"Columbia, SC","Metropolitan Statistical Area",767598,767476,769685,776454,783462,791164,799106,809147,817443,825033,2209,6769,7008,7702,7942,10041,8296,7590,2443,9464,9471,9366,9300,9443,9575,9523,1563,5967,6074,6583,6418,6782,6823,6959,880,3497,3397,2783,2882,2661,2752,2564,379,1206,1692,1399,1425,1712,1481,1377,927,2111,1991,3558,3667,5658,4065,3670,1306,3317,3683,4957,5092,7370,5546,5047,23,-45,-72,-38,-32,10,-2,-21
"80",17980,NA,NA,"Columbus, GA-AL","Metropolitan Statistical Area",294865,295531,296507,302453,310072,315784,313038,310545,306712,303811,976,5946,7619,5712,-2746,-2493,-3833,-2901,1171,4463,4945,4666,4626,4565,4430,4256,548,2683,2655,2675,2648,2796,3040,3020,623,1780,2290,1991,1978,1769,1390,1236,235,403,1870,958,830,1144,726,465,95,3646,3386,2644,-5682,-5497,-5956,-4613,330,4049,5256,3602,-4852,-4353,-5230,-4148,23,117,73,119,128,91,7,11
"81",18020,NA,NA,"Columbus, IN","Metropolitan Statistical Area",76794,76786,76809,77579,78914,79572,80350,81286,81873,82040,23,770,1335,658,778,936,587,167,247,981,1067,1049,1094,1084,1081,1109,206,712,704,680,772,742,727,700,41,269,363,369,322,342,354,409,58,238,268,302,350,388,393,392,-72,269,692,-2,123,210,-159,-633,-14,507,960,300,473,598,234,-241,-4,-6,12,-11,-17,-4,-1,-1
"82",18140,NA,NA,"Columbus, OH","Metropolitan Statistical Area",1901974,1902001,1906365,1926142,1946644,1971120,1998460,2023198,2046977,2078725,4364,19777,20502,24476,27340,24738,23779,31748,6685,26241,26590,27259,27472,27529,27746,27663,3363,14188,14270,14888,14745,15771,15646,15833,3322,12053,12320,12371,12727,11758,12100,11830,1079,4903,5461,5619,6673,7250,7409,7350,104,2908,2757,6490,8000,5835,4276,12562,1183,7811,8218,12109,14673,13085,11685,19912,-141,-87,-36,-4,-60,-105,-6,6
"83",18580,NA,NA,"Corpus Christi, TX","Metropolitan Statistical Area",428185,428188,427872,430908,436575,442812,447671,452355,454066,454008,-316,3036,5667,6237,4859,4684,1711,-58,1420,5816,5823,6095,6384,6434,6222,6180,984,3536,3585,3798,3755,3803,3914,3864,436,2280,2238,2297,2629,2631,2308,2316,141,514,699,653,735,852,845,791,-922,267,2720,3264,1529,1234,-1439,-3174,-781,781,3419,3917,2264,2086,-594,-2383,29,-25,10,23,-34,-33,-3,9
"84",18700,NA,NA,"Corvallis, OR","Metropolitan Statistical Area",85579,85592,85561,85976,86368,85934,86956,88106,89296,90951,-31,415,392,-434,1022,1150,1190,1655,196,764,734,712,721,719,762,760,100,551,572,546,554,575,578,582,96,213,162,166,167,144,184,178,71,335,396,392,472,506,512,508,-208,-127,-158,-1014,387,505,493,966,-137,208,238,-622,859,1011,1005,1474,10,-6,-8,22,-4,-5,1,3
"85",18880,NA,NA,"Crestview-Fort Walton Beach-Destin, FL","Metropolitan Statistical Area",235865,235865,235927,238668,246972,251914,255831,260796,265355,271346,62,2741,8304,4942,3917,4965,4559,5991,749,3233,3332,3289,3547,3652,3583,3573,469,2076,2012,2163,2175,2389,2436,2455,280,1157,1320,1126,1372,1263,1147,1118,200,197,925,520,462,637,441,257,-461,1381,5910,3242,2057,3028,2965,4587,-261,1578,6835,3762,2519,3665,3406,4844,43,6,149,54,26,37,6,29
"86",19060,NA,NA,"Cumberland, MD-WV","Metropolitan Statistical Area",103299,103261,103161,102615,101821,101268,100576,99864,99516,98837,-100,-546,-794,-553,-692,-712,-348,-679,268,979,957,1003,993,911,975,947,286,1220,1214,1248,1191,1287,1224,1200,-18,-241,-257,-245,-198,-376,-249,-253,4,53,68,73,82,90,92,92,-80,-352,-606,-372,-573,-421,-189,-517,-76,-299,-538,-299,-491,-331,-97,-425,-6,-6,1,-9,-3,-5,-2,-1
"87",19100,NA,NA,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area",6426214,6426231,6451833,6571537,6706020,6817243,6950715,7101031,7253424,7399662,25602,119704,134483,111223,133472,150316,152393,146238,23755,96344,95681,96370,98480,100270,102016,102423,9003,37811,38150,40129,41052,42662,44738,45826,14752,58533,57531,56241,57428,57608,57278,56597,4048,20964,20514,22459,26339,29925,30917,30798,6427,39995,55736,32500,49515,62489,64131,58829,10475,60959,76250,54959,75854,92414,95048,89627,375,212,702,23,190,294,67,14
"88",19140,NA,NA,"Dalton, GA","Metropolitan Statistical Area",142227,142227,142315,142466,142528,142233,142767,143523,144074,144440,88,151,62,-295,534,756,551,366,489,1970,1904,1877,1903,1883,1915,1886,229,1074,1109,1175,1183,1129,1233,1222,260,896,795,702,720,754,682,664,-3,75,86,76,111,174,176,175,-166,-818,-817,-1076,-279,-151,-306,-472,-169,-743,-731,-1000,-168,23,-130,-297,-3,-2,-2,3,-18,-21,-1,-1
"89",19180,NA,NA,"Danville, IL","Metropolitan Statistical Area",81625,81625,81639,81399,80823,80578,79800,79187,78560,77909,14,-240,-576,-245,-778,-613,-627,-651,273,1090,1074,1068,1025,1015,1041,1031,164,1029,930,963,969,1033,928,909,109,61,144,105,56,-18,113,122,6,15,11,20,26,32,34,33,-97,-318,-738,-365,-869,-627,-775,-805,-91,-303,-727,-345,-843,-595,-741,-772,-4,2,7,-5,9,0,1,-1
"90",19300,NA,NA,"Daphne-Fairhope-Foley, AL","Metropolitan Statistical Area",182265,182265,183110,186534,190048,194736,199064,202863,207509,212628,845,3424,3514,4688,4328,3799,4646,5119,516,2188,2094,2161,2216,2256,2312,2325,532,1825,1881,1904,1989,2090,2045,2090,-16,363,213,257,227,166,267,235,35,173,148,154,141,172,169,164,778,2837,3090,4197,3872,3426,4205,4702,813,3010,3238,4351,4013,3598,4374,4866,48,51,63,80,88,35,5,18
"91",19340,NA,NA,"Davenport-Moline-Rock Island, IA-IL","Metropolitan Statistical Area",379690,379689,379741,380509,382269,383597,383814,383365,382671,382263,52,768,1760,1328,217,-449,-694,-408,1178,4761,4832,4693,4864,4856,4843,4757,775,3666,3699,3739,3639,3820,3631,3612,403,1095,1133,954,1225,1036,1212,1145,67,362,497,661,743,826,836,825,-412,-681,157,-283,-1727,-2299,-2737,-2374,-345,-319,654,378,-984,-1473,-1901,-1549,-6,-8,-27,-4,-24,-12,-5,-4
"92",19380,NA,NA,"Dayton, OH","Metropolitan Statistical Area",799232,799251,799639,800690,801382,800609,800264,799293,800886,803416,388,1051,692,-773,-345,-971,1593,2530,2437,9424,9701,9599,9677,9665,9737,9615,1786,7952,7996,8250,8237,8563,8593,8359,651,1472,1705,1349,1440,1102,1144,1256,316,1106,1487,1425,1657,1837,1748,1654,-505,-1513,-2431,-3529,-3388,-3874,-1278,-346,-189,-407,-944,-2104,-1731,-2037,470,1308,-74,-14,-69,-18,-54,-36,-21,-34
"93",19460,NA,NA,"Decatur, AL","Metropolitan Statistical Area",153829,153825,153949,154054,153880,153114,152856,152336,152051,151867,124,105,-174,-766,-258,-520,-285,-184,462,1851,1770,1767,1767,1729,1786,1764,355,1659,1608,1622,1641,1666,1749,1683,107,192,162,145,126,63,37,81,21,134,66,-2,63,83,94,94,16,-207,-391,-907,-437,-658,-413,-358,37,-73,-325,-909,-374,-575,-319,-264,-20,-14,-11,-2,-10,-8,-3,-1
"94",19500,NA,NA,"Decatur, IL","Metropolitan Statistical Area",110768,110768,110777,110649,110105,109533,108529,107419,106651,105801,9,-128,-544,-572,-1004,-1110,-768,-850,357,1387,1317,1387,1352,1383,1325,1313,248,1172,1183,1173,1266,1336,1183,1156,109,215,134,214,86,47,142,157,21,47,61,54,64,68,71,71,-118,-385,-738,-843,-1170,-1233,-980,-1080,-97,-338,-677,-789,-1106,-1165,-909,-1009,-3,-5,-1,3,16,8,-1,2
"95",19660,NA,NA,"Deltona-Daytona Beach-Ormond Beach, FL","Metropolitan Statistical Area",590289,590294,590515,591964,595246,600681,609394,622251,636843,649202,221,1449,3282,5435,8713,12857,14592,12359,1394,5394,5558,5427,5559,5660,5783,5868,1776,7183,7303,7621,7754,8051,8379,8210,-382,-1789,-1745,-2194,-2195,-2391,-2596,-2342,187,1159,1175,1320,1566,1679,1733,1731,473,2124,3861,6247,9154,13384,15440,12919,660,3283,5036,7567,10720,15063,17173,14650,-57,-45,-9,62,188,185,15,51
"96",19740,NA,NA,"Denver-Aurora-Lakewood, CO","Metropolitan Statistical Area",2543482,2543592,2554399,2599629,2646151,2696308,2749827,2807211,2851848,2888227,10807,45230,46522,50157,53519,57384,44637,36379,8900,34788,33967,34378,34836,35171,35459,35764,3881,15255,15764,16190,16126,17352,18079,18467,5019,19533,18203,18188,18710,17819,17380,17297,941,5251,5536,5634,6043,7019,7119,7034,4534,19998,22301,25820,28111,32014,20058,11981,5475,25249,27837,31454,34154,39033,27177,19015,313,448,482,515,655,532,80,67
"97",19780,NA,NA,"Des Moines-West Des Moines, IA","Metropolitan Statistical Area",569633,569633,571967,580961,589758,600366,611977,622566,634740,645911,2334,8994,8797,10608,11611,10589,12174,11171,2135,8262,8582,8781,8873,9032,9121,9172,989,4130,4068,4292,4293,4618,4542,4631,1146,4132,4514,4489,4580,4414,4579,4541,303,1367,1418,1466,1607,1802,1822,1807,855,3447,2857,4582,5357,4367,5765,4812,1158,4814,4275,6048,6964,6169,7587,6619,30,48,8,71,67,6,8,11
"98",19820,NA,NA,"Detroit-Warren-Dearborn, MI","Metropolitan Statistical Area",4296250,4296317,4291287,4288618,4295646,4298541,4303366,4302282,4305869,4313002,-5030,-2669,7028,2895,4825,-1084,3587,7133,12739,50151,49885,49890,50808,50374,50334,49940,9545,39638,38942,40639,39853,42085,41314,41075,3194,10513,10943,9251,10955,8289,9020,8865,2148,9944,10881,11326,12333,13188,13332,13214,-10831,-23285,-14618,-17928,-18306,-22427,-18748,-14863,-8683,-13341,-3737,-6602,-5973,-9239,-5416,-1649,459,159,-178,246,-157,-134,-17,-83
"99",20020,NA,NA,"Dothan, AL","Metropolitan Statistical Area",145639,145643,145870,146604,147447,147439,147826,147990,147781,147914,227,734,843,-8,387,164,-209,133,437,1838,1824,1747,1732,1731,1782,1740,411,1473,1585,1667,1573,1660,1688,1677,26,365,239,80,159,71,94,63,9,31,31,21,25,28,32,33,198,355,576,-94,224,84,-331,44,207,386,607,-73,249,112,-299,77,-6,-17,-3,-15,-21,-19,-4,-7
"100",20100,NA,NA,"Dover, DE","Metropolitan Statistical Area",162310,162349,162973,165149,167442,169150,171664,173332,174754,176824,624,2176,2293,1708,2514,1668,1422,2070,573,2213,2187,2187,2254,2254,2234,2172,333,1373,1379,1496,1477,1553,1609,1667,240,840,808,691,777,701,625,505,86,252,432,281,336,388,341,283,289,1072,1049,744,1382,592,456,1284,375,1324,1481,1025,1718,980,797,1567,9,12,4,-8,19,-13,0,-2
"101",20220,NA,NA,"Dubuque, IA","Metropolitan Statistical Area",93653,93653,93930,94599,95128,95888,96408,96813,96704,97041,277,669,529,760,520,405,-109,337,316,1160,1163,1170,1286,1236,1203,1219,165,867,862,917,938,952,853,865,151,293,301,253,348,284,350,354,12,71,59,73,64,73,73,71,121,310,181,437,128,62,-530,-85,133,381,240,510,192,135,-457,-14,-7,-5,-12,-3,-20,-14,-2,-3
"102",20260,NA,NA,"Duluth, MN-WI","Metropolitan Statistical Area",279771,279771,279677,279753,279339,279439,279651,279197,278954,278782,-94,76,-414,100,212,-454,-243,-172,715,2894,2916,2866,2825,2826,2723,2727,684,2912,2840,2900,2841,2847,2866,2831,31,-18,76,-34,-16,-21,-143,-104,34,153,175,183,229,244,241,243,-131,-28,-635,-8,42,-642,-334,-299,-97,125,-460,175,271,-398,-93,-56,-28,-31,-30,-41,-43,-35,-7,-12
"103",20500,NA,NA,"Durham-Chapel Hill, NC","Metropolitan Statistical Area",504357,506623,508532,515514,524708,532944,541769,550346,558920,567428,1909,6982,9194,8236,8825,8577,8574,8508,1682,6541,6587,6529,6565,6629,6556,6549,848,3598,3424,3629,3653,3863,3840,4019,834,2943,3163,2900,2912,2766,2716,2530,442,2011,1946,2034,2213,2460,2535,2522,590,1996,3999,3258,3608,3301,3311,3460,1032,4007,5945,5292,5821,5761,5846,5982,43,32,86,44,92,50,12,-4
"104",20700,NA,NA,"East Stroudsburg, PA","Metropolitan Statistical Area",169842,169838,169876,169961,168775,167588,167547,166835,166516,168046,38,85,-1186,-1187,-41,-712,-319,1530,371,1451,1336,1402,1462,1436,1417,1408,343,1265,1280,1361,1366,1415,1538,1517,28,186,56,41,96,21,-121,-109,33,225,260,271,313,333,344,342,-10,-325,-1529,-1527,-445,-1067,-542,1308,23,-100,-1269,-1256,-132,-734,-198,1650,-13,-1,27,28,-5,1,0,-11
"105",20740,NA,NA,"Eau Claire, WI","Metropolitan Statistical Area",161151,161390,161658,162881,163889,164795,164981,165455,166452,167484,268,1223,1008,906,186,474,997,1032,448,1896,1962,1873,1920,1964,1892,1894,228,1241,1273,1372,1429,1530,1441,1330,220,655,689,501,491,434,451,564,13,52,85,117,119,134,135,135,50,522,246,297,-412,-72,412,341,63,574,331,414,-293,62,547,476,-15,-6,-12,-9,-12,-22,-1,-8
"106",20940,NA,NA,"El Centro, CA","Metropolitan Statistical Area",174528,174528,174778,176157,177241,177267,178868,179839,180980,182830,250,1379,1084,26,1601,971,1141,1850,687,3127,3017,3016,3167,3269,3142,3106,180,981,952,972,984,980,1027,1030,507,2146,2065,2044,2183,2289,2115,2076,-5,252,244,375,385,547,562,558,-268,-1025,-1236,-2450,-967,-1878,-1535,-778,-273,-773,-992,-2075,-582,-1331,-973,-220,16,6,11,57,0,13,-1,-6
"107",21060,NA,NA,"Elizabethtown-Fort Knox, KY","Metropolitan Statistical Area",148338,148351,149853,151319,151500,152155,151646,148095,148940,150430,1502,1466,181,655,-509,-3551,845,1490,528,2235,1932,2070,2032,1960,1820,1856,356,1263,1161,1240,1240,1349,1327,1323,172,972,771,830,792,611,493,533,147,130,592,370,308,351,215,145,1098,346,-1181,-538,-1648,-4592,137,818,1245,476,-589,-168,-1340,-4241,352,963,85,18,-1,-7,39,79,0,-6
"108",21140,NA,NA,"Elkhart-Goshen, IN","Metropolitan Statistical Area",197559,197561,197452,198383,199084,200366,201673,203401,204146,205032,-109,931,701,1282,1307,1728,745,886,737,3053,2985,3021,3041,3183,3134,3145,319,1515,1661,1653,1620,1728,1589,1621,418,1538,1324,1368,1421,1455,1545,1524,13,57,54,84,135,184,195,195,-565,-662,-665,-150,-216,116,-993,-831,-552,-605,-611,-66,-81,300,-798,-636,25,-2,-12,-20,-33,-27,-2,-2
